"file_orig","registered_orig","spoiled_orig","cast_orig","rejected_orig","disputed_orig","objected_orig","valid_votes_orig","comments_orig","registered_fin","spoiled_fin","cast_fin","rejected_fin","disputed_fin","objected_fin","valid_votes_fin","comments_fin","registered_diff","spoiled_diff","cast_diff","rejected_diff","disputed_diff","objected_diff","valid_votes_diff"
"012-053-0264-062-1.pdf",284,1,258,4,0,0,254,NA,284,1,259,4,0,0,254,"For casted, not sure if 259 or 258 is the final.",0,0,1,0,0,0,0
"012-053-0265-080-1.pdf",318,1,306,4,0,0,302,NA,318,1,307,4,0,0,302,NA,0,0,1,0,0,0,0
"012-054-0266-002-1.pdf",424,0,364,6,0,0,360,NA,424,0,364,4,0,0,360,NA,0,0,0,-2,0,0,0
"012-055-0271-017-1.pdf",428,1,389,3,0,0,387,NA,428,1,390,3,0,0,387,NA,0,0,1,0,0,0,0
"012-055-0275-091-1.pdf",547,3,NA,0,0,489,NA,NA,547,3,491,0,0,489,NA,NA,0,0,NA,0,0,0,NA
"012-056-0276-014-3.pdf",791,0,617,NA,0,0,610,NA,791,0,617,7,0,0,610,NA,0,0,0,NA,0,0,0
"012-056-0277-021-2.pdf",NA,NA,504,2,0,0,502,NA,520,3,504,2,0,0,502,NA,NA,NA,0,0,0,0,0
"012-056-0278-049-2.pdf",446,1,372,3,0,0,372,NA,446,1,375,3,0,0,372,NA,0,0,3,0,0,0,0
"012-056-0280-075-1.pdf",568,1,474,1,0,0,473,NA,568,1,473,1,0,0,472,NA,0,0,-1,0,0,0,-1
"012-056-0280-092-1.pdf",254,2,213,1,0,0,212,NA,254,2,213,3,0,0,210,NA,0,0,0,2,0,0,-2
"012-057-0281-017-1.pdf",489,2,458,5,0,0,457,NA,489,2,456,5,0,0,457,NA,0,0,-2,0,0,0,0
"012-057-0282-038-1.pdf",182,1,162,2,0,0,164,NA,182,1,164,2,0,0,162,NA,0,0,2,0,0,0,-2
"012-057-0289-091-1.pdf",639,0,552,NA,0,0,NA,NA,639,0,552,10,0,0,542,NA,0,0,0,NA,0,0,NA
"012-057-0289-104-2.pdf",439,0,375,NA,0,0,374,NA,439,0,375,3,0,0,372,NA,0,0,0,NA,0,0,-2
"012-058-0285-003-1.pdf",358,1,324,1,0,0,322,NA,358,1,324,1,0,0,323,NA,0,0,0,0,0,0,1
"012-058-0285-022-1.pdf",235,1,219,0,0,0,209,NA,235,1,209,0,0,0,209,NA,0,0,-10,0,0,0,0
"012-058-0286-031-1.pdf",427,1,381,0,0,0,380,NA,427,1,380,0,0,0,380,NA,0,0,-1,0,0,0,0
"012-058-0288-097-1.pdf",335,0,275,5,0,0,270,NA,335,0,275,4,0,0,271,NA,0,0,0,-1,0,0,1
"012-059-0290-010-1.pdf",428,4,364,2,0,0,36,NA,428,4,364,3,0,0,36,NA,0,0,0,1,0,0,0
"012-059-0290-014-1.pdf",412,3,NA,2,0,0,383,NA,412,3,386,2,0,0,374,NA,0,0,NA,0,0,0,-9
"012-059-0291-039-1.pdf",338,1,319,0,0,0,316,NA,338,1,317,0,0,0,317,NA,0,0,-2,0,0,0,1
"012-059-0291-041-2.pdf",466,0,422,NA,0,0,422,NA,466,0,424,2,0,0,422,NA,0,0,2,NA,0,0,0
"012-059-0294-102-1.pdf",516,1,470,7,0,0,462,NA,516,1,473,7,0,0,466,NA,0,0,3,0,0,0,4
"012-059-0294-105-1.pdf",236,0,220,0,0,0,220,NA,236,0,220,0,0,0,219,NA,0,0,0,0,0,0,-1
"012-059-0295-119-1.pdf",645,2,575,8,0,0,567,NA,645,0,575,8,0,0,567,NA,0,-2,0,0,0,0,0
"013-060-0296-020-1.pdf",113,1,85,0,0,0,84,NA,113,0,85,1,0,0,84,NA,0,-1,0,1,0,0,0
"013-060-0300-152-1.pdf",454,0,NA,0,0,0,NA,NA,454,0,405,0,0,0,405,NA,0,0,NA,0,0,0,NA
"013-060-0300-156-1.pdf",313,1,279,2,0,0,276,NA,313,0,279,3,0,0,276,NA,0,-1,0,1,0,0,0
"013-061-0301-001-1.pdf",844,2,350,4,0,0,348,NA,844,2,352,4,0,0,348,NA,0,0,2,0,0,0,0
"013-061-0302-039-1.pdf",579,3,369,2,0,0,366,NA,579,3,369,3,0,0,366,NA,0,0,0,1,0,0,0
"013-062-0307-057-1.pdf",234,0,NA,0,0,0,208,NA,234,0,208,0,0,0,208,NA,0,0,NA,0,0,0,0
"014-063-0316-142-2.pdf",972,2,367,2,0,0,363,NA,972,2,365,2,0,0,363,NA,0,0,-2,0,0,0,0
"014-064-0320-059-1.pdf",340,0,322,4,0,0,319,NA,340,0,322,3,0,0,319,NA,0,0,0,-1,0,0,0
"014-065-0325-071-1.pdf",456,1,385,11,0,0,373,NA,456,1,385,11,0,0,374,NA,0,0,0,0,0,0,1
"014-065-0327-128-2.pdf",450,4,389,7,0,0,385,NA,450,4,389,7,0,0,382,NA,0,0,0,0,0,0,-3
"014-065-0327-133-1.pdf",102,0,90,2,0,NA,90,NA,102,0,90,2,0,NA,88,NA,0,0,0,0,0,NA,-2
"015-067-0332-065-1.pdf",80,1,73,0,0,0,73,NA,80,1,74,0,0,0,73,NA,0,0,1,0,0,0,0
"015-067-0334-182-1.pdf",164,0,131,0,0,0,NA,NA,164,0,131,0,0,0,121,NA,0,0,0,0,0,0,NA
"015-068-0338-082-1.pdf",344,0,294,7,0,0,286,NA,344,0,293,7,0,0,287,NA,0,0,-1,0,0,0,1
"015-070-0348-088-2.pdf",667,2,548,0,0,0,546,NA,667,0,548,2,0,0,546,NA,0,-2,0,2,0,0,0
"015-070-0348-089-1.pdf",338,0,NA,3,0,0,293,NA,338,0,296,3,0,0,293,NA,0,0,NA,0,0,0,0
"015-071-0350-016-1.pdf",176,NA,NA,0,0,0,159,NA,176,2,159,0,0,0,159,NA,0,NA,NA,0,0,0,0
"015-071-0350-046-1.pdf",310,0,265,NA,0,0,NA,NA,310,0,265,3,0,0,262,NA,0,0,0,NA,0,0,NA
"015-071-0352-082-1.pdf",131,0,120,2,0,0,118,NA,131,0,120,2,0,0,118,"There's no error in this record",0,0,0,0,0,0,0
"015-074-0365-001-1.pdf",194,0,172,0,0,0,171,NA,194,0,172,1,0,0,171,NA,0,0,0,1,0,0,0
"016-075-0371-035-1.pdf",210,0,182,1,0,0,181,NA,210,0,182,1,0,0,181,"There's no error in this record",0,0,0,0,0,0,0
"016-075-0373-087-1.pdf",141,2,134,3,0,0,131,NA,141,3,133,2,0,0,131,NA,0,1,-1,-1,0,0,0
"016-076-0377-033-1.pdf",360,1,319,2,0,0,317,NA,360,1,319,2,0,0,317,NA,0,0,0,0,0,0,0
"016-076-0377-037-1.pdf",233,1,216,0,0,0,215,NA,233,1,215,0,0,0,215,NA,0,0,-1,0,0,0,0
"016-076-0380-108-1.pdf",272,0,251,0,0,0,250,NA,272,0,251,1,0,1,250,NA,0,0,0,1,0,1,0
"016-077-0381-013-1.pdf",386,3,333,2,0,0,330,NA,386,3,332,2,0,0,330,NA,0,0,-1,0,0,0,0
"016-077-0383-055-1.pdf",495,0,442,2,0,0,NA,NA,495,0,442,4,0,0,438,NA,0,0,0,2,0,0,NA
"016-078-0385-004-1.pdf",403,0,332,1,0,0,330,NA,403,0,332,2,0,0,330,NA,0,0,0,1,0,0,0
"016-078-0385-005-2.pdf",NA,1,601,1,0,0,600,NA,722,1,601,1,0,0,600,NA,NA,0,0,0,0,0,0
"016-078-0387-034-2.pdf",526,3,403,10,0,0,393,NA,526,3,399,10,0,0,389,NA,0,0,-4,0,0,0,-4
"016-078-0388-066-1.pdf",197,1,179,2,0,0,177,NA,197,1,179,2,0,0,177,"There's no error in this record",0,0,0,0,0,0,0
"016-078-0389-092-1.pdf",271,2,237,3,0,0,232,NA,271,2,235,3,0,0,232,NA,0,0,-2,0,0,0,0
"016-079-0390-015-1.pdf",278,0,227,6,0,0,224,NA,278,0,227,6,0,0,221,NA,0,0,0,0,0,0,-3
"016-079-0392-044-1.pdf",753,0,660,2,0,0,668,NA,753,0,670,2,0,0,668,NA,0,0,10,0,0,0,0
"016-079-0392-050-1.pdf",332,1,292,1,0,0,291,NA,332,1,293,1,0,0,292,NA,0,0,1,0,0,0,1
"016-079-0392-052-1.pdf",227,3,NA,5,0,0,198,NA,227,3,209,5,0,0,204,NA,0,0,NA,0,0,0,6
"016-080-0394-005-3.pdf",633,1,499,3,0,0,497,NA,633,1,500,3,0,0,497,NA,0,0,1,0,0,0,0
"016-080-0395-020-1.pdf",649,0,NA,7,0,0,528,NA,649,0,536,7,0,0,529,NA,0,0,NA,0,0,0,1
"016-080-0396-032-5.pdf",697,69,582,2,0,0,580,NA,697,0,582,2,0,0,580,NA,0,-69,0,0,0,0,0
"016-081-0398-026-1.pdf",544,0,530,4,0,0,527,NA,544,0,531,5,0,0,526,NA,0,0,1,1,0,0,-1
"016-081-0401-073-8.pdf",760,2,NA,5,0,0,599,NA,760,2,604,5,0,0,599,NA,0,0,NA,0,0,0,0
"016-081-0402-080-1.pdf",550,0,483,NA,0,0,483,NA,550,0,483,14,0,0,469,NA,0,0,0,NA,0,0,-14
"016-081-0403-085-1.pdf",542,1,460,3,0,0,439,NA,542,1,460,2,0,0,458,NA,0,0,0,-1,0,0,19
"016-081-0403-086-1.pdf",613,0,514,3,0,0,510,NA,613,0,513,3,0,0,510,NA,0,0,-1,0,0,0,0
"017-083-0411-018-1.pdf",452,0,371,NA,0,0,372,NA,452,0,378,6,0,0,372,NA,0,0,7,NA,0,0,0
"017-083-0411-027-1.pdf",361,2,311,10,0,0,301,NA,361,2,318,10,0,0,308,NA,0,0,7,0,0,0,7
"017-083-0413-090-1.pdf",182,1,148,5,0,0,143,NA,182,1,147,4,0,0,143,NA,0,0,-1,-1,0,0,0
"017-083-0414-122-1.pdf",638,1,NA,NA,0,0,506,NA,638,1,512,6,0,0,506,NA,0,0,NA,NA,0,0,0
"017-084-0417-001-1.pdf",606,2,530,11,0,0,521,NA,606,2,532,11,0,0,521,NA,0,0,2,0,0,0,0
"017-084-0417-021-1.pdf",484,0,452,1,0,0,453,NA,484,0,452,1,0,0,451,NA,0,0,0,0,0,0,-2
"017-084-0419-055-1.pdf",499,0,428,1,0,0,427,NA,499,0,429,1,0,0,428,NA,0,0,1,0,0,0,1
"017-084-0419-056-2.pdf",642,2,527,7,0,0,527,NA,642,2,527,7,0,0,520,NA,0,0,0,0,0,0,-7
"017-086-0427-091-1.pdf",89,0,78,2,0,0,78,NA,89,0,78,0,0,0,78,NA,0,0,0,-2,0,0,0
"017-086-0430-159-1.pdf",297,2,273,2,0,0,272,NA,297,2,274,2,0,0,272,NA,0,0,1,0,0,0,0
"017-086-0430-176-1.pdf",231,0,210,0,0,0,209,NA,231,0,210,1,0,0,209,NA,0,0,0,1,0,0,0
"018-089-0441-009-1.pdf",470,1,463,4,0,0,456,NA,470,1,461,4,0,0,457,NA,0,0,-2,0,0,0,1
"018-089-0441-013-2.pdf",641,1,597,16,0,0,581,NA,648,1,597,16,0,0,581,NA,7,0,0,0,0,0,0
"018-089-0445-057-2.pdf",520,2,497,NA,0,0,493,NA,520,2,497,4,0,0,493,NA,0,0,0,NA,0,0,0
"018-089-0447-087-1.pdf",262,1,252,1,0,0,251,NA,262,0,252,1,0,0,251,NA,0,-1,0,0,0,0,0
"018-089-0448-096-1.pdf",719,1,655,7,0,0,648,NA,719,1,655,7,0,0,647,NA,0,0,0,0,0,0,-1
"018-090-0449-006-2.pdf",424,6,395,1,0,1,394,NA,424,6,395,1,0,0,394,NA,0,0,0,0,0,-1,0
"018-091-0457-054-2.pdf",418,NA,414,4,0,0,410,NA,418,0,414,4,0,0,410,NA,0,NA,0,0,0,0,0
"018-092-0459-014-1.pdf",766,NA,716,3,0,0,713,NA,766,1,716,3,0,0,713,NA,0,NA,0,0,0,0,0
"018-092-0461-040-1.pdf",NA,NA,644,1,0,0,643,NA,684,1,644,1,0,0,643,NA,NA,NA,0,0,0,0,0
"018-093-0465-063-1.pdf",701,1,637,2,0,0,635,NA,701,1,639,4,0,0,635,NA,0,0,2,2,0,0,0
"019-094-0467-030-1.pdf",NA,0,351,0,0,0,348,NA,371,2,351,3,0,0,348,NA,NA,2,0,3,0,0,0
"019-098-0487-009-1.pdf",547,0,523,1,0,0,522,NA,547,0,522,1,0,0,521,NA,0,0,-1,0,0,0,-1
"019-098-0489-035-1.pdf",708,3,665,3,0,0,662,NA,708,3,662,3,0,0,659,NA,0,0,-3,0,0,0,-3
"019-098-0489-047-1.pdf",779,2,725,5,0,0,718,NA,779,2,723,5,0,0,718,NA,0,0,-2,0,0,0,0
"019-099-0492-021-2.pdf",618,2,NA,1,0,0,578,NA,618,2,579,1,0,0,578,NA,0,0,NA,0,0,0,0
"019-099-0494-047-4.pdf",714,0,650,4,0,0,NA,NA,714,0,650,4,0,0,646,NA,0,0,0,0,0,0,NA
"019-099-0495-057-3.pdf",595,0,588,6,0,0,588,NA,646,0,595,7,0,0,588,NA,51,0,7,1,0,0,0
"020-101-0505-038-1.pdf",391,2,347,2,0,0,NA,NA,391,2,349,2,0,0,347,NA,0,0,2,0,0,0,NA
"020-101-0506-057-2.pdf",459,2,403,2,0,0,401,NA,459,2,403,2,0,0,401,NA,0,0,0,0,0,0,0
"020-103-0512-001-1.pdf",505,0,472,1,0,0,472,NA,505,0,472,1,0,0,471,NA,0,0,0,0,0,0,-1
"020-103-0513-029-1.pdf",627,0,593,6,0,0,587,NA,627,0,593,6,0,0,587,NA,0,0,0,0,0,0,0
"020-103-0514-033-4.pdf",651,0,587,NA,0,0,581,NA,651,0,587,4,0,0,581,NA,0,0,0,NA,0,0,0
"021-104-0517-023-1.pdf",526,0,510,2,0,0,508,NA,526,0,510,2,0,0,508,NA,0,0,0,0,0,0,0
"021-104-0517-026-1.pdf",724,3,675,0,0,0,675,NA,724,3,675,0,0,0,675,NA,0,0,0,0,0,0,0
"021-106-0524-048-1.pdf",557,1,515,4,0,0,NA,NA,557,1,515,4,0,0,510,NA,0,0,0,0,0,0,NA
"021-106-0524-053-1.pdf",613,3,NA,NA,0,0,570,NA,613,3,573,3,0,0,570,NA,0,0,NA,NA,0,0,0
"021-106-0525-057-2.pdf",442,1,425,2,0,0,NA,NA,442,1,425,2,0,0,423,NA,0,0,0,0,0,0,NA
"021-106-0525-061-1.pdf",602,1,-999,1,0,0,528,NA,602,1,529,1,0,0,528,NA,0,0,1528,0,0,0,0
"021-106-0525-064-1.pdf",649,2,605,2,0,0,603,NA,649,2,605,2,0,0,603,NA,0,0,0,0,0,0,0
"021-106-0526-081-1.pdf",535,1,508,8,0,0,504,NA,535,1,512,8,0,0,504,NA,0,0,4,0,0,0,0
"021-107-0531-045-2.pdf",525,0,485,5,0,0,480,NA,525,1,485,5,0,0,480,NA,0,1,0,0,0,0,0
"021-108-0536-048-1.pdf",790,5,751,0,0,0,746,NA,790,0,751,5,0,0,746,NA,0,-5,0,5,0,0,0
"021-108-0537-061-1.pdf",670,2,NA,5,0,0,657,NA,683,2,662,5,0,0,657,NA,13,0,NA,0,0,0,0
"021-108-0538-081-3.pdf",768,5,NA,2,0,0,676,NA,768,5,678,2,0,0,676,NA,0,0,NA,0,0,0,0
"021-109-0541-034-1.pdf",572,1,528,1,0,0,526,NA,572,1,527,1,0,0,526,NA,0,0,-1,0,0,0,0
"021-109-0542-043-3.pdf",540,0,497,1,0,0,495,NA,540,0,497,1,0,0,496,NA,0,0,0,0,0,0,1
"021-109-0542-051-1.pdf",NA,0,102,3,0,0,189,NA,207,0,192,3,0,0,189,NA,NA,0,90,0,0,0,0
"021-110-0548-063-1.pdf",410,5,398,28,0,0,372,NA,410,5,398,28,0,0,372,NA,0,0,0,0,0,0,0
"022-111-0551-007-2.pdf",417,2,NA,2,0,0,390,NA,417,2,392,2,0,0,390,NA,0,0,NA,0,0,0,0
"022-112-0556-021-1.pdf",383,NA,372,2,0,0,369,NA,383,1,371,2,0,0,369,NA,0,NA,-1,0,0,0,0
"022-112-0557-045-2.pdf",709,0,NA,4,0,0,673,NA,709,0,674,4,0,0,670,NA,0,0,NA,0,0,0,-3
"022-113-0561-017-1.pdf",411,0,377,2,0,0,374,NA,411,0,376,2,0,0,374,NA,0,0,-1,0,0,0,0
"022-113-0562-030-10.pdf",723,0,586,0,0,0,585,NA,723,0,585,0,0,0,585,NA,0,0,-1,0,0,0,0
"022-113-0562-030-4.pdf",724,1,574,1,0,0,574,NA,724,0,574,1,0,0,573,NA,0,-1,0,0,0,0,-1
"022-114-0564-003-3.pdf",972,1,787,4,0,0,791,NA,972,1,787,4,0,0,791,NA,0,0,0,0,0,0,0
"022-114-0564-003-7.pdf",962,0,773,6,0,0,767,NA,972,0,773,6,0,0,767,NA,10,0,0,0,0,0,0
"022-114-0566-019-2.pdf",708,2,612,1,0,0,609,NA,708,1,612,0,0,0,609,NA,0,-1,0,-1,0,0,0
"022-114-0566-020-4.pdf",756,0,NA,0,0,0,632,NA,756,0,632,0,0,0,632,NA,0,0,NA,0,0,0,0
"022-115-0570-007-7.pdf",755,0,NA,4,0,0,NA,NA,755,0,543,4,0,0,539,NA,0,0,NA,0,0,0,NA
"022-115-0570-011-2.pdf",717,4,626,1,0,0,625,NA,717,4,626,1,0,0,625,NA,0,0,0,0,0,0,0
"022-115-0573-019-2.pdf",670,1,468,3,0,0,465,NA,670,1,468,4,0,0,464,NA,0,0,0,1,0,0,-1
"022-115-0575-025-14.pdf",929,2,849,11,0,0,849,NA,929,2,860,11,0,0,849,NA,0,0,11,0,0,0,0
"022-115-0576-026-1.pdf",771,4,694,NA,0,0,683,NA,771,4,694,5,0,0,689,NA,0,0,0,NA,0,0,6
"022-116-0578-014-1.pdf",742,3,721,3,0,0,718,NA,742,3,721,3,0,0,718,NA,0,0,0,0,0,0,0
